program_name,program_url
Honours BA Youth and Children's Studies,https://academic-calendar.wlu.ca/program.php?cal=1&d=3149&p=7225&s=1153&y=92
Honours BA Youth and Childrens Studies in Combination with another Honours BA Program,https://academic-calendar.wlu.ca/program.php?cal=1&d=3149&p=7226&s=1153&y=92
Honours BBA (WLU) and Honours Bachelor of Computer Science (UW),https://academic-calendar.wlu.ca/program.php?cal=1&d=3155&p=7245&s=1154&y=92
Honours BBA (WLU) and Honours Bachelor of Mathematics (UW),https://academic-calendar.wlu.ca/program.php?cal=1&d=3155&p=7241&s=1154&y=92
Honours BKin with Concentrations,https://academic-calendar.wlu.ca/program.php?cal=1&d=3119&p=7142&s=1152&y=92
"Honours BMus and Randolph College for the Performing Arts, Performing Arts Diploma Program",https://academic-calendar.wlu.ca/program.php?cal=1&d=3172&p=7268&s=1155&y=92
Honours BSc Archaeology and Heritage Studies and Geography,https://academic-calendar.wlu.ca/program.php?cal=1&d=3076&p=6986&s=1151&y=92
Honours BSc Biochemistry and Biotechnology,https://academic-calendar.wlu.ca/program.php?cal=1&d=3117&p=7118&s=1152&y=92
Honours BSc Biochemistry and Biotechnology with Thesis,https://academic-calendar.wlu.ca/program.php?cal=1&d=3117&p=7123&s=1152&y=92
Honours BSc Biology,https://academic-calendar.wlu.ca/program.php?cal=1&d=3116&p=7104&s=1152&y=92
Honours BSc Biology and Chemistry,https://academic-calendar.wlu.ca/program.php?cal=1&d=3116&p=7106&s=1152&y=92
Honours BSc Biology and Mathematics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3116&p=7107&s=1152&y=92
Honours BSc Biology and Mathematics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3120&p=7146&s=1152&y=92
Honours BSc Biology and Psychology,https://academic-calendar.wlu.ca/program.php?cal=1&d=3116&p=7108&s=1152&y=92
Honours BSc Chemistry,https://academic-calendar.wlu.ca/program.php?cal=1&d=3117&p=7125&s=1152&y=92
Honours BSc Chemistry and Biology,https://academic-calendar.wlu.ca/program.php?cal=1&d=3117&p=7119&s=1152&y=92
Honours BSc Chemistry and Concentrations,https://academic-calendar.wlu.ca/program.php?cal=1&d=3117&p=7117&s=1152&y=92
Honours BSc Chemistry and Mathematics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3117&p=7120&s=1152&y=92
Honours BSc Chemistry and Mathematics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3120&p=7147&s=1152&y=92
Honours BSc Chemistry and Physics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3117&p=7124&s=1152&y=92
Honours BSc Chemistry and Physics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3114&p=7089&s=1152&y=92
Honours BSc Chemistry with Thesis,https://academic-calendar.wlu.ca/program.php?cal=1&d=3117&p=7126&s=1152&y=92
Honours BSc Chemistry with Thesis and Concentrations,https://academic-calendar.wlu.ca/program.php?cal=1&d=3117&p=7122&s=1152&y=92
Honours BSc Computer Science,https://academic-calendar.wlu.ca/program.php?cal=1&d=3118&p=7128&s=1152&y=92
Honours BSc Computer Science Combined with Conestoga College Software Engineering Technology Diploma,https://academic-calendar.wlu.ca/program.php?cal=1&d=3118&p=7137&s=1152&y=92
Honours BSc Computer Science and Mathematics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3120&p=7148&s=1152&y=92
Honours BSc Computer Science and Mathematics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3118&p=7130&s=1152&y=92
Honours BSc Computer Science and Physics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3118&p=7138&s=1152&y=92
Honours BSc Computer Science and Physics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3114&p=7090&s=1152&y=92
Honours BSc Computer Science and Psychology,https://academic-calendar.wlu.ca/program.php?cal=1&d=3118&p=7135&s=1152&y=92
Honours BSc Computer Science and Psychology: Computation and Cognitive Neuroscience Stream,https://academic-calendar.wlu.ca/program.php?cal=1&d=3118&p=7136&s=1152&y=92
Honours BSc Computer Science/Professional Experience Program Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3118&p=7133&s=1152&y=92
Honours BSc Computer Science: Big Data Systems Concentration,https://academic-calendar.wlu.ca/program.php?cal=1&d=3118&p=7139&s=1152&y=92
Honours BSc Data Science,https://academic-calendar.wlu.ca/program.php?cal=1&d=3131&p=7169&s=1152&y=92
Honours BSc Data Science Concentrations,https://academic-calendar.wlu.ca/program.php?cal=1&d=3131&p=7170&s=1152&y=92
Honours BSc Environmental Science,https://academic-calendar.wlu.ca/program.php?cal=1&d=3116&p=7112&s=1152&y=92
Honours BSc Environmental Science,https://academic-calendar.wlu.ca/program.php?cal=1&d=3130&p=7166&s=1152&y=92
Honours BSc Environmental Science,https://academic-calendar.wlu.ca/program.php?cal=1&d=3112&p=7082&s=1152&y=92
Honours BSc Financial Mathematics and Analytics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3120&p=7145&s=1152&y=92
Honours BSc Geography,https://academic-calendar.wlu.ca/program.php?cal=1&d=3112&p=7079&s=1152&y=92
Honours BSc Geography and Archaeology and Heritage Studies,https://academic-calendar.wlu.ca/program.php?cal=1&d=3112&p=7085&s=1152&y=92
Honours BSc Geography and Geomatics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3112&p=7080&s=1152&y=92
Honours BSc Health Sciences,https://academic-calendar.wlu.ca/program.php?cal=1&d=3127&p=7164&s=1152&y=92
Honours BSc Mathematics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3120&p=7144&s=1152&y=92
Honours BSc Mathematics and Data Analytics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3120&p=7143&s=1152&y=92
Honours BSc Paramedicine,https://academic-calendar.wlu.ca/program.php?cal=1&d=3198&p=7352&s=1152&y=92
Honours BSc Physics (admission suspended),https://academic-calendar.wlu.ca/program.php?cal=1&d=3114&p=7088&s=1152&y=92
Honours BSc Psychology,https://academic-calendar.wlu.ca/program.php?cal=1&d=3115&p=7091&s=1152&y=92
Honours BSc Psychology and Biology,https://academic-calendar.wlu.ca/program.php?cal=1&d=3115&p=7092&s=1152&y=92
Honours BSc Psychology and Computer Science,https://academic-calendar.wlu.ca/program.php?cal=1&d=3115&p=7098&s=1152&y=92
Honours BSc Psychology and Computer Science: Computation and Cognitive Neuroscience Stream,https://academic-calendar.wlu.ca/program.php?cal=1&d=3115&p=7099&s=1152&y=92
Honours BSc Psychology and Neuroscience,https://academic-calendar.wlu.ca/program.php?cal=1&d=3115&p=7096&s=1152&y=92
Honours BSc Science,https://academic-calendar.wlu.ca/program.php?cal=1&d=3132&p=7171&s=1152&y=92
Honours BSc Science and LLB (Sussex) Stream,https://academic-calendar.wlu.ca/program.php?cal=1&d=3132&p=7172&s=1152&y=92
Honours BSc in Computer Science and Honours Bachelor of Business Administration,https://academic-calendar.wlu.ca/program.php?cal=1&d=3118&p=7129&s=1152&y=92
Honours Bachelor of Arts and Science in Applied Health Sciences,https://academic-calendar.wlu.ca/program.php?cal=1&d=3184&p=7298&s=1165&y=92
Honours Bachelor of Business Administration and Honours BA Financial Mathematics and Analytics,https://academic-calendar.wlu.ca/program.php?cal=1&d=3155&p=7246&s=1154&y=92
Honours Bachelor of Business Administration and Honours Bachelor of Science in Computer Science,https://academic-calendar.wlu.ca/program.php?cal=1&d=3155&p=7239&s=1154&y=92
Honours Bachelor of Business Technology Management (Milton),https://academic-calendar.wlu.ca/program.php?cal=1&d=3158&p=7260&s=1154&y=92
Honours Bachelor of Design,https://academic-calendar.wlu.ca/program.php?cal=1&d=3152&p=7233&s=1153&y=92
Honours Bachelor of Kinesiology,https://academic-calendar.wlu.ca/program.php?cal=1&d=3119&p=7141&s=1152&y=92
Honours Bachelor of Music,https://academic-calendar.wlu.ca/program.php?cal=1&d=3165&p=7359&s=1155&y=92
Honours Bachelor of Music with Specializations,https://academic-calendar.wlu.ca/program.php?cal=1&d=3165&p=7360&s=1155&y=92
Honours Bachelor of Social Work: Advanced Standing Programs,https://academic-calendar.wlu.ca/program.php?cal=1&d=3193&p=7323&s=1166&y=92
Honours Bachelor of Social Work: Four-Year Program,https://academic-calendar.wlu.ca/program.php?cal=1&d=3193&p=7322&s=1166&y=92
Honours Business Administration BBA,https://academic-calendar.wlu.ca/program.php?cal=1&d=3155&p=7238&s=1154&y=92
Honours Business Administration Co-operative Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3155&p=7242&s=1154&y=92
Honours Economics Co-operative Education,https://academic-calendar.wlu.ca/program.php?cal=1&d=3156&p=7256&s=1154&y=92
Human Relationships Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3181&p=7276&s=1164&y=92
Human Rights Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3137&p=7184&s=1153&y=92
Indigenous Studies Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3109&p=7065&s=1151&y=92
Indigenous Studies Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3138&p=7191&s=1153&y=92
Intercultural Understanding Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3074&p=6981&s=1151&y=92
Intercultural Understanding Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3102&p=7053&s=1151&y=92
Intercultural Understanding Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3074&p=6982&s=1151&y=92
International Policy Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3100&p=7049&s=1151&y=92
Italian Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3106&p=7061&s=1151&y=92
Judaism Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3181&p=7281&s=1164&y=92
Junior/Intermediate Program,https://academic-calendar.wlu.ca/program.php?cal=1&d=3177&p=7271&s=1161&y=92
Labour Studies and Career Development Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3151&p=7230&s=1153&y=92
Lambton College Pathway: Honours BA Indigenous Studies with Social and Environmental Justice Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3138&p=7193&s=1153&y=92
Law Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3145&p=7220&s=1153&y=92
Law and Society Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3145&p=7219&s=1153&y=92
Leadership Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3108&p=7064&s=1151&y=92
Leadership Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3182&p=7285&s=1165&y=92
Leadership Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3108&p=7063&s=1151&y=92
Leadership Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3182&p=7286&s=1165&y=92
Legal Studies Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3094&p=7042&s=1151&y=92
Legal Studies Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3069&p=6956&s=1151&y=92
Legal Studies Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3069&p=6963&s=1151&y=92
Management Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3089&p=7036&s=1151&y=92
Management Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3123&p=7161&s=1152&y=92
Management Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3156&p=7257&s=1154&y=92
Mathematics Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3120&p=7154&s=1152&y=92
Media Studies Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3139&p=7197&s=1153&y=92
Media Studies Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3146&p=7222&s=1153&y=92
Medical Foundations Partnership Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3195&p=7347&s=1152&y=92
Medicinal Chemistry Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3117&p=7116&s=1152&y=92
Medieval and Medievalism Studies Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3088&p=7034&s=1151&y=92
Medievalism Studies Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3088&p=7035&s=1151&y=92
Mental Health and Well-Being Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3185&p=7364&s=1165&y=92
Mental Health and Well-Being Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3115&p=7342&s=1152&y=92
Music Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3166&p=7362&s=1155&y=92
Muslim Studies Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3092&p=7041&s=1151&y=92
National Cinema Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3080&p=7349&s=1151&y=92
Non-Profit Career Foundations (Certificate),https://academic-calendar.wlu.ca/program.php?cal=1&d=3154&p=7236&s=1153&y=92
North American Studies Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3090&p=7039&s=1151&y=92
North American Studies Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3069&p=6958&s=1151&y=92
Option/Minor in Another Field with Economics majors,https://academic-calendar.wlu.ca/program.php?cal=1&d=3156&p=7254&s=1154&y=92
Option/Minor with BBA program,https://academic-calendar.wlu.ca/program.php?cal=1&d=3155&p=7244&s=1154&y=92
Philosophy Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3068&p=6950&s=1151&y=92
Physical Forensics Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3184&p=7300&s=1165&y=92
Physical Forensics Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3184&p=7299&s=1165&y=92
Physics Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3114&p=7087&s=1152&y=92
Policing Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3191&p=7317&s=1165&y=92
Political Science Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3069&p=6954&s=1151&y=92
Politics and Public Policy Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3145&p=7215&s=1153&y=92
Politics and Public Policy Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3135&p=7178&s=1153&y=92
Politics and Public Policy Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3145&p=7216&s=1153&y=92
Post-Baccalaureate Certificate in Computer Science,https://academic-calendar.wlu.ca/program.php?cal=1&d=3118&p=7127&s=1152&y=92
Primary/Junior Program,https://academic-calendar.wlu.ca/program.php?cal=1&d=3177&p=7270&s=1161&y=92
Professional Writing Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3079&p=7007&s=1151&y=92
Professional Writing Minor - confirmation suspended,https://academic-calendar.wlu.ca/program.php?cal=1&d=3142&p=7204&s=1153&y=92
Psychology Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3185&p=7303&s=1165&y=92
Psychology Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3115&p=7095&s=1152&y=92
Public History Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3143&p=7211&s=1153&y=92
Public History Specialization (Brantford),https://academic-calendar.wlu.ca/program.php?cal=1&d=3143&p=7212&s=1153&y=92
Public Policy Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3069&p=6960&s=1151&y=92
Public Policy Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3069&p=6962&s=1151&y=92
Public Safety Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3191&p=7313&s=1165&y=92
Public Safety Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3191&p=7312&s=1165&y=92
Religion and Culture Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3070&p=6967&s=1151&y=92
Research Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3083&p=7019&s=1151&y=92
Research Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3084&p=7026&s=1151&y=92
Research Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3069&p=6955&s=1151&y=92
Research Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3116&p=7115&s=1152&y=92
Research Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3130&p=7168&s=1152&y=92
Research Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3156&p=7258&s=1154&y=92
Social Entrepreneurship and Innovation Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3096&p=7044&s=1151&y=92
Social Entrepreneurship and Innovation Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3083&p=7020&s=1151&y=92
Social Innovation Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3136&p=7183&s=1153&y=92
Social Innovation Specialization - Admissions Suspended 2019-20,https://academic-calendar.wlu.ca/program.php?cal=1&d=3136&p=7181&s=1153&y=92
Social and Environmental Justice Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3136&p=7182&s=1153&y=92
Sociology Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3071&p=6971&s=1151&y=92
Spanish Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3072&p=6975&s=1151&y=92
Specialization in Mental Health and Well-Being,https://academic-calendar.wlu.ca/program.php?cal=1&d=3185&p=7365&s=1165&y=92
Specialization in Mental Health and Well-Being,https://academic-calendar.wlu.ca/program.php?cal=1&d=3115&p=7343&s=1152&y=92
Spirituality and Global Music Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3181&p=7279&s=1164&y=92
Spirituality and Global Music Specialization,https://academic-calendar.wlu.ca/program.php?cal=1&d=3181&p=7282&s=1164&y=92
Statistics Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3120&p=7156&s=1152&y=92
Sustainability Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3111&p=7069&s=1152&y=92
Sustainability Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3112&p=7084&s=1152&y=92
Teaching Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3180&p=7274&s=1161&y=92
Undergraduate Certificate in Food and Sustainability,https://academic-calendar.wlu.ca/program.php?cal=1&d=3111&p=7072&s=1152&y=92
Undergraduate Certificate in Food and Sustainability,https://academic-calendar.wlu.ca/program.php?cal=1&d=3112&p=7075&s=1152&y=92
Undergraduate Certificate in Generative AI,https://academic-calendar.wlu.ca/program.php?cal=1&d=3098&p=7048&s=1151&y=92
User Experience Design Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3110&p=7066&s=1151&y=92
User Experience Design Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3152&p=7232&s=1153&y=92
Vancouver Film School Diploma Program with Combined Honours BA English and Film Studies,https://academic-calendar.wlu.ca/program.php?cal=1&d=3079&p=7004&s=1151&y=92
Vancouver Film School Diploma Program with Honours BA English,https://academic-calendar.wlu.ca/program.php?cal=1&d=3079&p=7005&s=1151&y=92
Vancouver Film School Diploma Program with Honours BA Film Studies,https://academic-calendar.wlu.ca/program.php?cal=1&d=3080&p=7015&s=1151&y=92
Water Science Option,https://academic-calendar.wlu.ca/program.php?cal=1&d=3134&p=7175&s=1152&y=92
Women and Gender Studies Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3073&p=6977&s=1151&y=92
Youth and Children's Studies Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3149&p=7227&s=1153&y=92
Youth and Children: Texts and Contexts Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3079&p=6999&s=1151&y=92
Youth and Children: Texts and Contexts Minor,https://academic-calendar.wlu.ca/program.php?cal=1&d=3142&p=7203&s=1153&y=92
