faculty_name,department_name,member_name,profile_url
Lazaridis School of Business and Economics,Strategic Management,Ke Cao,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ke-cao/index.html
Lazaridis School of Business and Economics,Strategic Management,Sofy Carayannopoulos,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/sofy-carayannopoulos/index.html
Lazaridis School of Business and Economics,Strategic Management,Barry A. Colbert,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/barry-a-colbert/index.html
Lazaridis School of Business and Economics,Strategic Management,Tina Dacin,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/tina-dacin/index.html
Lazaridis School of Business and Economics,Strategic Management,Anne Domurath,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/anne-domurath/index.html
Lazaridis School of Business and Economics,Strategic Management,Scott C. Ensign,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/scott-ensign/index.html
Lazaridis School of Business and Economics,Strategic Management,Leanne Hagarty,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/leanne-hagarty/index.html
Lazaridis School of Business and Economics,Strategic Management,Ju Young Lee,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ju-young-lee/index.html
Lazaridis School of Business and Economics,Strategic Management,Manu Mahbubani,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/manu-mahbubani/index.html
Lazaridis School of Business and Economics,Strategic Management,Nudrat Mahmood,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/nudrat-mahmood/index.html
Lazaridis School of Business and Economics,Strategic Management,Keith Masterman,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/keith-masterman/index.html
Lazaridis School of Business and Economics,Strategic Management,Brandon Mattalo,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/brandon-mattalo/index.html?ref=faculty%2Fbrandon-mattalo
Lazaridis School of Business and Economics,Strategic Management,Joao Miguel Milanez,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/joao-miguel-milanez/index.html
Lazaridis School of Business and Economics,Strategic Management,Karin Schnarr,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/karin-schnarr/index.html
Lazaridis School of Business and Economics,Strategic Management,David Swanston,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/david-swanston/index.html
Lazaridis School of Business and Economics,Strategic Management,Brandon Van Dam,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/brandon-van-dam/index.html
Lazaridis School of Business and Economics,Strategic Management,Daniel Waeger,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/daniel-waeger/index.html
Lazaridis School of Business and Economics,Strategic Management,Xiaoying Wang,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/xiaoying-wang/index.html
Lazaridis School of Business and Economics,Strategic Management,Sepideh Yeganegi,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/sepideh-yeganegi/index.html
Lazaridis School of Business and Economics,Department of Economics,Jahangir Alam,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/mohammad-alam/index.html
Lazaridis School of Business and Economics,Department of Economics,Nicholas Bedard,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/nicholas-bedard/index.html
Lazaridis School of Business and Economics,Department of Economics,Jeff Chan,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/jeff-chan/index.html
Lazaridis School of Business and Economics,Department of Economics,Wing Hong Chan,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/wing-hong-chan/index.html
Lazaridis School of Business and Economics,Department of Economics,Edda Claus,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/edda-claus/index.html
Lazaridis School of Business and Economics,Department of Economics,Nikolai Cook,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/nikolai-cook/index.html
Lazaridis School of Business and Economics,Department of Economics,Jason Dean,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/jason-dean/index.html
Lazaridis School of Business and Economics,Department of Economics,Jean Eid,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/jean-eid/index.html
Lazaridis School of Business and Economics,Department of Economics,Azim Essaji,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/azim-essaji/index.html
Lazaridis School of Business and Economics,Department of Economics,Wilfried Youmbi Fotso,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/wilfried-youmbi-fotso/index.html
Lazaridis School of Business and Economics,Department of Economics,Nafeez Fatima,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/nafeez-fatima/index.html
Lazaridis School of Business and Economics,Department of Economics,Maria Gallego,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/maria-gallego/index.html
Lazaridis School of Business and Economics,Department of Economics,Karen Huff,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/karen-huff/index.html
Lazaridis School of Business and Economics,Department of Economics,Ken Jackson,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ken-jackson/index.html
Lazaridis School of Business and Economics,Department of Economics,Monica Jain,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/monica-jain/index.html
Lazaridis School of Business and Economics,Department of Economics,Ridwan Karim,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ridwan-karim/index.html
Lazaridis School of Business and Economics,Department of Economics,Zara Liaqat,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/zara-liaqat/index.html
Lazaridis School of Business and Economics,Department of Economics,Julian Ludwig,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/julian-ludwig/index.html
Lazaridis School of Business and Economics,Department of Economics,M. Antonella Mancino,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/m-antonella-mancino/index.html
Lazaridis School of Business and Economics,Department of Economics,Brian McCaig,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/brian-mccaig/index.html
Lazaridis School of Business and Economics,Department of Economics,Ozlem (Olivia) Mesta,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/olivia-mesta/index.html
Lazaridis School of Business and Economics,Department of Economics,Juan S. Morales,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/juan-morales/index.html
Lazaridis School of Business and Economics,Department of Economics,William Morrison,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/william-g-morrison/index.html
Lazaridis School of Business and Economics,Department of Economics,Christine Neill,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/christine-neill/index.html
Lazaridis School of Business and Economics,Department of Economics,Doron Nisani,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/doron-nisani/index.html
Lazaridis School of Business and Economics,Department of Economics,Ke Pang,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ke-pang/index.html
Lazaridis School of Business and Economics,Department of Economics,Amjad Rabi,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/amjad-rabi/index.html
Lazaridis School of Business and Economics,Department of Economics,David Rosé,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/david-rose/index.html
Lazaridis School of Business and Economics,Department of Economics,Tammy Schirle,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/tammy-schirle/index.html
Lazaridis School of Business and Economics,Department of Economics,Nabeela Sheikh,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/nabeela-sheikh/index.html
Lazaridis School of Business and Economics,Department of Economics,Justin Smith,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/justin-smith/index.html
Lazaridis School of Business and Economics,Department of Economics,Tracy Snoddon,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/tracy-snoddon/index.html
Lazaridis School of Business and Economics,Department of Economics,Stephen Snudden,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/stephen-snudden/index.html
Lazaridis School of Business and Economics,Department of Economics,Moyosore Sogaolu,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/moyo-sogaolu/index.html
Lazaridis School of Business and Economics,Department of Economics,Angela Trimarchi,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/angela-trimarchi/index.html
Lazaridis School of Business and Economics,Department of Economics,Zijian Wang,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/zijian-wang/
Lazaridis School of Business and Economics,Department of Economics,Steffen Ziss,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/steffen-ziss/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Ben Amoako-Adu,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ben-amoako-adu/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,John Banks,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/john-banks/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,William Banks,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/william-banks/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Phelim Boyle,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/phelim-boyle/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Peter Carayannopoulos,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/peter-carayannopoulos/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,J. Brad Davis,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/brad-davis/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Gene Deszca,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/gene-deszca/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Kevin Hendricks,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/kevin-hendricks/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Micheál J. Kelly,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/micheal-j-kelly/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Bruce McConomy,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/bruce-mcconomy/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Shelley McGill,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/shelley-mcgill/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Kim Morouney,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/kim-morouney/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Stephen Preece,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/stephen-preece/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,David Johnson,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/david-johnson/
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Susan Johnson,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/susan-johnson/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Jerzy (Jurek) D. Konieczny,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/jurek-konieczny/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Terrence Levesque,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/terrence-j-levesque/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Douglas McCready,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/douglas-mccready/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Alastair Robertson,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/alastair-robertson/
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Pierre Siklos,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/pierre-siklos/
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Randall Wigle,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/randall-wigle/index.html
