faculty_name,department_name,member_name,profile_url
Faculty of Science,Psychology,Maritt Kirst,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/maritt-kirst/index.html
Faculty of Science,Psychology,Natalie Kivell,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/natalie-kivell/index.html
Faculty of Science,Psychology,Colleen Loomis,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/colleen-loomis/index.html
Faculty of Science,Psychology,Manuel Riemer,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/manuel-riemer/index.html
Faculty of Science,Psychology,Ciann Wilson,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/ciann-l-wilson/index.html
Faculty of Science,Psychology,Alexandra Gottardo,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/alexandra-gottardo/index.html
Faculty of Science,Psychology,Tobias Krettenauer,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/tobias-krettenauer/index.html
Faculty of Science,Psychology,Joanne Lee,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/joanne-lee/index.html
Faculty of Science,Psychology,Kim P. Roberts,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/kim-p-roberts/index.html
Faculty of Science,Psychology,Marc Jambon,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/marc-jambon/index.html
Faculty of Science,Psychology,Meaghan Barlow,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/meaghan-barlow/index.html
Faculty of Science,Psychology,Eileen Wood,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/eileen-wood/index.html
Faculty of Science,Psychology,Roger Buehler,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/roger-buehler/index.html
Faculty of Science,Psychology,Justin Cavallo,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/justin-cavallo/index.html
Faculty of Science,Psychology,Mindi Foster,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/mindi-foster/index.html
Faculty of Science,Psychology,Christian Jordan,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/christian-jordan/index.html
Faculty of Science,Psychology,Frank Kachanoff,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/frank-kachanoff/index.html
Faculty of Science,Psychology,Nancy Kocovski,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/nancy-kocovski/index.html
Faculty of Science,Psychology,"Evgenia ""Jane"" Milman",https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/evgenia-milman/index.html
Faculty of Science,Psychology,Anne Wilson,https://www.wlu.ca/academics/faculties/faculty-of-science/faculty-profiles/anne-e-wilson/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Kathy Absolon,http://wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/kathy-absolon/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Amilah Baksh,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/amilah-baksh/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Robert Basso,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/robert-basso/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Cheryl-Anne Cait,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/cheryl-anne-cait/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Ann Curry-Stevens,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/ann-curry-stevens/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Giselle Dias,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/giselle-dias/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Nuha Dwaikat-Shaer,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/nuha-dwaikat-shaer/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Abdelfettah Elkchirid,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/abdelfettah-elkchirid/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Marshall Fine,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/marshall-fine/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Nancy Freymond,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/nancy-freymond/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Gus Hill,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/gus-hill/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Lori Hill,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/lori-hill/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Jessica Hutchison,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/jessica-hutchison/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Maryam Khan,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/maryam-khan/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Patrick Ladouceur,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/patrick-ladouceur/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Ginette Lafrenière,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/ginette-lafreniere/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Timothy Leduc,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/tim-leduc/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Magnus Mfoafo-M'Carthy,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/magnus-mfoafo-mcarthy/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,William O'Leary,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/bill-oleary/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Shoshana Pollack,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/shoshana-pollack/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Sandy Rao,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/sandy-rao/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Michelle Skop,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/michelle-skop/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Eliana Suarez,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/eliana-barrios-suarez/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Dalon Taylor,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/dalon-p-taylor/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Eli Teram,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/eli-teram/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Michael Woodford,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/michael-r-woodford/index.html
Faculty of Social Work,2SLGBTQ+ Social Exclusion,Elizabeth Dougherty,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/elizabeth-dougherty/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics,Kyle Murray,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/kyle-murray/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Finance,M. Fabricio Perez,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/m-fabricio-perez/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Accounting,James Moore,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/james-moore/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Finance,Mike Brolley,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/michael-brolley/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Accounting,Ling Chu,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ling-chu/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Department of Economics,Logan McLeod,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/logan-mcleod/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Department of Economics,Wendy Wu,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/wendy-wu/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Finance,Diego Amaya,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/diego-amaya/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Operations and Decision Sciences (ODS),Mojtaba Araghi,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/mojtaba-araghi/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Department of Economics,Hideki Ariizumi,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/hideki-ariizumi/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Accounting,Darren Henderson,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/darren-henderson/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Accounting,Esther Maier,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/esther-maier/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Marketing,Ebrahim Mazaheri,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ebrahim-mazaheri/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Department of Economics,Christos Shiamptanis,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/christos-shiamptanis/index.html
Lazaridis School of Business and Economics,Lazaridis School of Business and Economics | Finance,Madhu Kalimipalli,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/madhu-kalimipalli/index.html
Lazaridis School of Business and Economics,Accounting,Leslie Berger,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/leslie-berger/index.html
Lazaridis School of Business and Economics,Accounting,Kai Chen,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/kai-chen/index.html
Lazaridis School of Business and Economics,Accounting,Jonathan Farrar,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/jonathan-farrar/index.html
Lazaridis School of Business and Economics,Accounting,Allan Foerster,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/allan-foerster/index.html
Lazaridis School of Business and Economics,Accounting,Lan Guo,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/lan-guo/index.html
Lazaridis School of Business and Economics,Accounting,Xiaoli Hu,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/xiaoli-hu/index.html
Lazaridis School of Business and Economics,Accounting,Xiaoran (Jason) Jia,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/xiaoran-jason-jia/index.html
Lazaridis School of Business and Economics,Accounting,Sarin John,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/sarin-john/index.html
Lazaridis School of Business and Economics,Accounting,Helena Keirstead,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/helena-keirstead/index.html
Lazaridis School of Business and Economics,Accounting,Brent Koritko,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/brent-koritko/index.html
Lazaridis School of Business and Economics,Accounting,EveLamargot,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/eve-lamargot/index.html
Lazaridis School of Business and Economics,Accounting,Dorian Lane,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/dorian-lane/index.html
Lazaridis School of Business and Economics,Accounting,Alexis Lowater,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/alexis-lowater/index.html
Lazaridis School of Business and Economics,Accounting,Laura MacDonald,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/laura-macdonald/index.html
Lazaridis School of Business and Economics,Accounting,Carolyn MacTavish,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/carolyn-mactavish/index.html
Lazaridis School of Business and Economics,Accounting,Kaleab Mamo,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/kaleab-mamo/index.html
Lazaridis School of Business and Economics,Accounting,Robert Mathieu,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/robert-mathieu/index.html
Lazaridis School of Business and Economics,Accounting,Chima Mbagwu,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/chima-mbagwu/index.html
Lazaridis School of Business and Economics,Accounting,Flora Niu,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/flora-niu/index.html
Lazaridis School of Business and Economics,Accounting,Sara Wick,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/sara-wick/index.html
Lazaridis School of Business and Economics,Accounting,Christopher Wong,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/christopher-wong/index.html
Lazaridis School of Business and Economics,Accounting,Bixia Xu,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/bixia-xu/index.html
Lazaridis School of Business and Economics,Business Technology Management (Brantford and Milton Campuses),Rima El-Khatib,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/rima-khatib/index.html
Lazaridis School of Business and Economics,Business Technology Management (Brantford and Milton Campuses),Patricia Genoe McLaren,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/patricia-genoe-mclaren/index.html
Lazaridis School of Business and Economics,Business Technology Management (Brantford and Milton Campuses),Akbar M. Saeed,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/akbar-m-saeed/index.html
Lazaridis School of Business and Economics,Finance,Bruce Everitt,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/bruce-everitt/index.html
Lazaridis School of Business and Economics,Finance,Paquita Freire,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/paquita-freire/index.html
Lazaridis School of Business and Economics,Finance,Mary Kelly,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/mary-kelly/index.html
Lazaridis School of Business and Economics,Finance,Sanghyun (Hugh) Kim,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/sanghyun-hugh-kim/index.html
Lazaridis School of Business and Economics,Finance,Michelle Lennox,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/michelle-lennox/index.html
Lazaridis School of Business and Economics,Finance,Si Li,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/si-li/index.html
Lazaridis School of Business and Economics,Finance,Thomas Marta,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/thomas-marta/index.html
Lazaridis School of Business and Economics,Finance,William McNally,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/william-mcnally/index.html
Lazaridis School of Business and Economics,Finance,Anton Miglo,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/anton-miglo/index.html
Lazaridis School of Business and Economics,Finance,Subhankar Nayak,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/subhankar-nayak/index.html
Lazaridis School of Business and Economics,Finance,Gerry Ramos,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/gerry-ramos/index.html
Lazaridis School of Business and Economics,Finance,Andriy Shkilko,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/andriy-shkilko/index.html
Lazaridis School of Business and Economics,Finance,Brian Smith,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/brian-smith/index.html
Lazaridis School of Business and Economics,Finance,Ning (Tony) Tang,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ning-tony-tang/index.html
Lazaridis School of Business and Economics,Finance,Aadhaar Verma,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/aadhaar-verma/index.html
Lazaridis School of Business and Economics,Finance,Jin Wang,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/jin-wang/index.html
Lazaridis School of Business and Economics,Finance,Eric Wilson,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/eric-wilson/index.html
Lazaridis School of Business and Economics,Marketing,Osama Butt,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/osama-jawaid-butt/index.html
Lazaridis School of Business and Economics,Marketing,Shirley Chen,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/shirley-chen/index.html
Lazaridis School of Business and Economics,Marketing,Lisa Giguere,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/lisa-giguere/index.html
Lazaridis School of Business and Economics,Marketing,Tripat Gill,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/tripat-gill/index.html
Lazaridis School of Business and Economics,Marketing,Hillbun (Dixon) Ho,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/hillbun-ho/index.html
Lazaridis School of Business and Economics,Marketing,Hae Joo Kim,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/hae-joo-kim/index.html
Lazaridis School of Business and Economics,Marketing,Ammara Mahmood,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ammara-mahmood/index.html
Lazaridis School of Business and Economics,Marketing,Kalyani Menon,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/kalyani-menon/index.html
Lazaridis School of Business and Economics,Marketing,Michael Moorhouse,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/michael-moorhouse/index.html
Lazaridis School of Business and Economics,Marketing,Melise Panetta,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/melise-panetta/index.html
Lazaridis School of Business and Economics,Marketing,Sydney Pereira,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/sydney-pereira/index.html
Lazaridis School of Business and Economics,Marketing,Chun (Martin) Qiu,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/chun-martin-qiu/index.html
Lazaridis School of Business and Economics,Marketing,Chatura Ranaweera,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/chatura-ranaweera/index.html
Lazaridis School of Business and Economics,Marketing,Saurabh Mukesh Rawal,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/saurabh-mukesh-rawal/index.html
Lazaridis School of Business and Economics,Marketing,Gregory Tanguay,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/greg-tanguay/index.html
Lazaridis School of Business and Economics,Marketing,Fang Wang,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/fang-wang/index.html
Lazaridis School of Business and Economics,Marketing,Sarah Wilner,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/sarah-j-s-wilner/index.html
Lazaridis School of Business and Economics,Marketing,Yi Yin,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/yi-yin/index.html
Lazaridis School of Business and Economics,Marketing,Ping Zhao,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ping-zhao/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Dan Brady,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/dan-brady/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Amy Christie,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/amy-christie/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Greg Irving,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/greg-irving/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Lisa Keeping,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/lisa-keeping/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Chloe Kovacheff,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/chloe-kovacheff/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Catherine Lam,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/catherine-lam/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Jie (Kassie) Li,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/jie-li/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Lindie Liang,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/lindie-hanyu-liang/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Rita Persaud,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/rita-persaud/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),SteveRisavy,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/steve-risavy/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Chet Robie,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/chet-robie/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Oluseyi (Seyy) Sode,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/oluseyi-sode/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Simon Taggar,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/simon-taggar/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Timothy Wingate,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/timothy-wingate/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Meredith Woodwark,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/meredith-woodwark/index.html
Lazaridis School of Business and Economics,Organizational Behaviour and Human Resource Management (OB/HRM),Yujie (Jessie) Zhan,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/yujie-jessie-zhan/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Maryam Afzalabadi,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/maryam-afzalabadi/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Michael Blair,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/michael-blair/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Ignacio Castillo,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/ignacio-castillo/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Mitali De,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/mitali-de/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Salar Ghamat,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/salar-ghamat/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Michael Haughton,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/michael-haughton/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Sapna Isotupa,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/sapna-isotupa/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Hamid Noori,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/hamid-noori/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Michael J. Pavlin,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/michael-pavlin/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Peruvemba Ravi,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/peruvemba-sundaram-ravi/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Chunming (Victor) Shi,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/chunming-victor-shi/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Hari Stirbet,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/hari-stirbet/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Mark Wagner,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/mark-wagner/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),David Wheatley,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/david-wheatley/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Xinyuan Zhang,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/xinyuan-zhang/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Aiqi Zhang,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/aiqi-zhang/index.html
Lazaridis School of Business and Economics,Operations and Decision Sciences (ODS),Xuan Zhao,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/xuan-jen-zhao/index.html
Lazaridis School of Business and Economics,Strategic Management,Abhijith Acharya,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/abhijith-acharya/index.html
Lazaridis School of Business and Economics,Strategic Management,Laura Allan,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/laura-allan/index.html
Lazaridis School of Business and Economics,Strategic Management,Saeid Bazmohammadi,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/saeid-bazmohammadi/index.html
